id,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,rooms,squareFootage,lotSize,yearBuilt,lastSaleDate,lastSaleAmount,priorSaleDate,priorSaleAmount,estimated_value
1027290,5360 E Thrill Pl,Denver,CO,80207,39.762664,-104.924278,2,1,5,1238,7250,1951,7/3/2014,269995,3/3/2014,142000,379643
184283484,2920 Pontiac St,Denver,CO,80207,39.758843,-104.90546,3,2,5,984,6250,1951,12/8/2014,247000,3/3/2014,125000,406539
147313090,3072 N Adams St,Denver,CO,80205,39.760467,-104.948546,2,2,6,1378,6620,1951,9/7/2016,400000,2/24/2014,303000,447060
5156678,3140 N Saint Paul St,Denver,CO,80205,39.761455,-104.950832,2,1,4,814,6280,1951,2/17/2015,280000,2/14/2014,0,415748
49337047,3515 W 7th Ave,Denver,CO,80204,39.727988,-105.034477,2,1,4,595,7160,1951,5/1/2014,145750,1/31/2014,80000,273873
184288715,3294 Newport St,Denver,CO,80207,39.763555,-104.909116,2,2,4,749,6250,1951,4/11/2017,355000,1/30/2014,205000,362914
21577527,3415 E 31st Ave,Denver,CO,80205,39.761177,-104.947193,2,2,4,832,6510,1951,2/14/2014,199000,12/27/2013,0,405966
16792915,3839 N Madison St,Denver,CO,80205,39.769995,-104.946716,2,2,4,1190,9380,1951,7/21/2014,315000,12/27/2013,185000,435555
42972800,3008 N Cook St,Denver,CO,80205,39.759374,-104.947561,2,2,5,840,6030,1951,7/10/2014,358500,12/20/2013,217127,444310
7235703,3320 Krameria St,Denver,CO,80207,39.764261,-104.916072,3,2,5,1251,6250,1951,6/30/2016,324000,10/28/2013,195900,377731
10042052,735 Julian St,Denver,CO,80204,39.728656,-105.031623,2,3,8,1567,5620,1951,4/7/2014,300000,10/3/2013,170000,452560
184285085,2585 Clermont St,Denver,CO,80207,39.754334,-104.935318,2,3,5,1401,5950,1951,5/9/2014,520000,10/1/2013,330000,741051
184283487,2936 Poplar St,Denver,CO,80207,39.759215,-104.904298,3,2,6,1124,9370,1951,6/2/2014,339500,9/26/2013,318000,520500
147264503,1540 Vrain St,Denver,CO,80204,39.741289,-105.045977,3,3,7,1947,7810,1951,8/12/2013,350000,8/12/2013,350000,562100
16214320,3025 Ivy St,Denver,CO,80207,39.76074,-104.920261,4,2,7,1575,6360,1951,4/4/2014,325000,8/8/2013,218500,455354
16791480,2911 Niagara St,Denver,CO,80207,39.758732,-104.91086,2,2,4,1112,7500,1951,3/7/2016,335000,8/6/2013,86000,357596
9371927,2900 Pontiac St,Denver,CO,80207,39.758565,-104.905458,3,2,6,1476,6250,1951,6/5/2014,354714,8/6/2013,165250,468021
4971768,2400 Pontiac St,Denver,CO,80207,39.752357,-104.90546,3,2,6,1345,6500,1951,12/28/2015,350000,7/29/2013,281000,415160
759783,5363 Martin Luther King Blvd,Denver,CO,80207,39.762235,-104.924288,3,1,5,1125,8370,1951,6/26/2014,245000,7/16/2013,228000,372956
1764858,3260 Magnolia St,Denver,CO,80207,39.763011,-104.911442,2,2,6,1011,6250,1951,5/5/2017,410407,7/2/2013,234000,411235
9042284,3465 E 30th Ave,Denver,CO,80205,39.759305,-104.946114,2,2,6,772,6620,1951,9/19/2016,390000,6/13/2013,222000,428801
184293042,2230 Pontiac St,Denver,CO,80207,39.750381,-104.905463,4,2,8,1346,6500,1951,5/16/2014,379000,5/21/2013,207000,516621
143241805,2996 Olive St,Denver,CO,80207,39.760058,-104.90663,3,2,6,1045,6900,1951,4/23/2014,285000,5/6/2013,147000,432661
146961700,3315 Locust St,Denver,CO,80207,39.764266,-104.914388,2,1,4,833,6250,1951,9/8/2014,245000,3/13/2013,179900,362351
184285066,2570 Cherry St,Denver,CO,80207,39.754197,-104.933612,2,2,4,838,5950,1951,5/9/2017,526000,3/5/2013,377500,536505
46331118,2935 Pontiac St,Denver,CO,80207,39.758976,-104.906091,3,1,5,955,6250,1951,3/11/2013,167500,2/28/2013,167500,359989
149909593,2626 Monaco Pkwy,Denver,CO,80207,39.755275,-104.912028,3,4,7,2370,10900,1951,8/6/2013,460000,2/25/2013,230000,658241
18469191,3053 Birch St,Denver,CO,80207,39.761154,-104.936411,3,3,7,2861,5950,1951,4/24/2014,557500,2/13/2013,216000,723621
1800602,2680 Holly St,Denver,CO,80207,39.756282,-104.921969,3,2,5,1245,6250,1951,6/10/2015,460000,1/29/2013,363000,572583
39543557,3032 N Adams St,Denver,CO,80205,39.759788,-104.948541,2,2,4,840,6620,1951,4/22/2013,285000,1/22/2013,165000,435571
23732946,2690 Colorado Blvd,Denver,CO,80207,39.756361,-104.940218,2,1,4,961,3810,1951,6/22/2017,280000,1/3/2013,150000,278098
4443670,3050 Dexter St,Denver,CO,80207,39.761152,-104.932514,3,2,5,906,5950,1951,6/4/2013,322000,12/26/2012,185000,452441
22817211,3808 N Steele St,Denver,CO,80205,39.769498,-104.949567,3,2,5,1366,5490,1951,6/4/2013,300000,12/5/2012,110399,429385
17080946,3240 Locust St,Denver,CO,80207,39.762861,-104.91375,2,2,4,856,6250,1951,4/9/2013,225200,11/29/2012,103000,407913
3635851,3256 Locust St,Denver,CO,80207,39.763135,-104.913749,2,1,4,814,6250,1951,4/5/2013,159900,11/8/2012,0,368758
34223213,3241 Niagara St,Denver,CO,80207,39.762735,-104.910898,2,2,4,753,6250,1951,3/8/2013,214900,11/6/2012,120000,396240
184311326,1076 S Monroe St,Denver,CO,80209,39.697004,-104.94505,2,2,5,1362,6250,1951,4/17/2017,610020,10/23/2012,417500,657252
967497,3251 Niagara St,Denver,CO,80207,39.762873,-104.910899,2,2,4,761,6250,1951,6/29/2016,310000,10/17/2012,190000,390288
143241806,2991 Pontiac St,Denver,CO,80207,39.760069,-104.906099,2,2,4,1085,6250,1951,6/22/2015,370000,10/12/2012,225000,474604
22599238,3372 Locust St,Denver,CO,80207,39.765225,-104.913765,3,2,5,1419,6250,1951,2/27/2013,264000,10/5/2012,117000,418592
5112847,1455 Zenobia St,Denver,CO,80204,39.73963,-105.052378,2,2,5,1061,6250,1951,11/26/2012,140000,9/21/2012,0,418474
24938668,3540 Martin Luther King Blvd,Denver,CO,80205,39.761527,-104.94535,2,2,4,766,5250,1951,6/20/2013,220000,8/28/2012,111699,415709
184287305,3010 Niagara St,Denver,CO,80207,39.760502,-104.910248,3,3,6,1351,6250,1951,4/24/2013,350000,6/28/2012,0,565578
53425927,2945 E 26th Avenue Pkwy,Denver,CO,80205,39.754668,-104.952737,2,2,6,1950,8440,1951,11/25/2016,635000,6/18/2012,385000,658713
145118655,3028 Eudora St,Denver,CO,80207,39.76075,-104.930231,3,2,5,1161,6250,1951,7/31/2013,282000,6/13/2012,220000,418507
49069818,2642 N Saint Paul St,Denver,CO,80205,39.755245,-104.950824,3,1,6,1209,8330,1951,6/29/2016,415000,6/12/2012,240750,389181
22112317,3020 Holly St,Denver,CO,80207,39.760675,-104.921946,2,2,5,1008,6360,1951,10/5/2012,287000,6/12/2012,146000,476249
53924668,2811 Ash St,Denver,CO,80207,39.756785,-104.938626,2,2,5,939,5950,1951,9/21/2012,133000,6/7/2012,0,406271
144976103,2985 Quebec St,Denver,CO,80207,39.759937,-104.903773,2,1,4,816,6250,1951,12/12/2012,123000,6/6/2012,79200,357792
24809660,2810 Olive St,Denver,CO,80207,39.756762,-104.906607,3,2,6,1527,7500,1951,2/10/2016,414000,6/4/2012,290000,498073
10311765,2940 Newport St,Denver,CO,80207,39.759185,-104.909059,3,1,5,1053,7810,1951,1/15/2013,163000,5/21/2012,128500,356170
184283463,2690 Holly St,Denver,CO,80207,39.756422,-104.921969,2,2,5,1987,6250,1951,11/21/2012,388000,5/15/2012,193000,578997
51278995,2855 Hudson St,Denver,CO,80207,39.757512,-104.923784,3,3,6,1659,9371,1951,4/22/2013,362000,3/16/2012,320000,559362
22263437,2820 N Monroe St,Denver,CO,80205,39.756933,-104.944944,2,2,5,1074,6590,1951,12/18/2015,392500,3/1/2012,221100,537711
3771419,2341 Pontiac St,Denver,CO,80207,39.75178,-104.906141,2,1,5,1100,6500,1951,4/8/2015,290000,1/20/2012,150000,374752
10661801,3015 N Clayton St,Denver,CO,80205,39.759805,-104.955267,3,1,6,1102,7080,1951,11/21/2014,289900,12/12/2011,205000,392280
184288881,2935 Ash St,Denver,CO,80207,39.759051,-104.938611,2,2,4,929,5950,1951,7/9/2015,422500,12/12/2011,300000,482420
150737955,2965 Pontiac St,Denver,CO,80207,39.759659,-104.906096,2,2,4,763,6250,1951,9/6/2016,348500,12/8/2011,170000,402590
21932580,2930 Hudson St,Denver,CO,80207,39.75907,-104.923138,2,1,5,1144,6870,1951,2/22/2012,200000,10/31/2011,40000,381353
154341250,1042 Perry St,Denver,CO,80204,39.733824,-105.038976,3,2,5,999,6250,1951,10/28/2014,283000,9/12/2011,175000,371713
22817217,2959 Dexter St,Denver,CO,80207,39.759479,-104.933129,3,1,5,1193,5950,1951,4/9/2015,351000,8/16/2011,190152,402236
184283478,2915 Pontiac St,Denver,CO,80207,39.758702,-104.90609,3,2,6,1538,6250,1951,4/11/2012,201900,8/12/2011,89500,397746
13645315,901 Yates St,Denver,CO,80204,39.731432,-105.051356,2,1,4,738,6350,1951,9/22/2011,66500,7/21/2011,0,293810
151793636,2865 Grape St,Denver,CO,80207,39.757727,-104.924924,2,2,5,941,7500,1951,11/15/2011,289000,7/20/2011,167000,503137
49446209,2990 Cherry St,Denver,CO,80207,39.760035,-104.93362,3,2,6,1576,6880,1951,8/21/2014,345000,7/5/2011,178000,450122
3826518,5355 E Thrill Pl,Denver,CO,80207,39.763131,-104.92448,2,2,5,1206,7250,1951,7/19/2012,158000,6/16/2011,92500,396912
967513,3070 Oneida St,Denver,CO,80207,39.761386,-104.907793,2,2,5,1027,6250,1951,2/7/2012,167000,6/14/2011,98000,431268
15686654,3350 Newport St,Denver,CO,80207,39.764689,-104.909127,2,2,4,753,6250,1951,12/20/2011,162900,5/23/2011,95300,371808
21184099,3063 Dahlia St,Denver,CO,80207,39.76129,-104.932014,2,1,5,1203,5950,1951,9/24/2012,188000,5/13/2011,135000,388237
1789416,3220 Oneida St,Denver,CO,80207,39.762459,-104.907815,2,2,4,998,6250,1951,10/18/2013,250000,5/13/2011,120000,404756
22857128,735 Irving St,Denver,CO,80204,39.728466,-105.030409,2,1,4,768,6260,1951,9/7/2011,77250,4/29/2011,0,262416
24663910,3700 Martin Luther King Blvd,Denver,CO,80205,39.761352,-104.943782,2,2,4,768,5330,1951,9/4/2012,153000,4/22/2011,0,391817
3601881,4515 W 10th Ave,Denver,CO,80204,39.7333,-105.045875,2,1,5,1046,6250,1951,9/20/2011,128000,4/4/2011,0,285592
148813450,3610 Martin Luther King Blvd,Denver,CO,80205,39.761485,-104.944658,2,2,4,922,5250,1951,4/17/2017,400000,3/31/2011,189000,431242
3790633,501 Stuart St,Denver,CO,80204,39.724737,-105.043049,2,2,5,829,6950,1951,12/9/2016,295000,3/3/2011,154000,333882
152466456,2975 Poplar St,Denver,CO,80207,39.759799,-104.904933,2,2,5,896,6250,1951,6/2/2011,225000,2/23/2011,125000,434231
20827293,3063 Birch St,Denver,CO,80207,39.76129,-104.936411,2,2,5,1040,5650,1951,12/31/2014,389000,1/7/2011,260000,502677
149801865,710 King St,Denver,CO,80204,39.728034,-105.033393,5,2,8,1442,6270,1951,8/16/2011,164900,1/5/2011,67500,354432
21423256,3831 N Colorado Blvd,Denver,CO,80205,39.769794,-104.941338,2,1,5,1009,7290,1951,2/22/2011,48000,11/9/2010,0,300353
1764861,3230 Magnolia St,Denver,CO,80207,39.762599,-104.911441,2,2,4,747,6250,1951,12/15/2014,266500,10/18/2010,195500,403149
967512,3060 Oneida St,Denver,CO,80207,39.76125,-104.907792,2,2,4,763,6250,1951,5/29/2014,317000,10/5/2010,211500,420656
14523035,3075 Dahlia St,Denver,CO,80207,39.761426,-104.932012,2,1,5,824,5950,1951,5/18/2011,105000,9/27/2010,0,367864
3005017,3010 Oneida St,Denver,CO,80207,39.76053,-104.907788,4,2,7,763,7000,1951,8/4/2014,310000,8/5/2010,,425489
13067046,4885 W 11th Ave,Denver,CO,80204,39.73424,-105.05004,3,2,6,1111,7520,1951,11/30/2010,127265,7/27/2010,0,387056
16457728,2870 Poplar St,Denver,CO,80207,39.757828,-104.904286,2,1,4,750,6250,1951,7/25/2013,199900,7/9/2010,0,407511
16559685,3435 W 17th Ave,Denver,CO,80204,39.744239,-105.032613,2,1,4,1118,6480,1951,10/12/2016,450000,7/2/2010,180000,490319
10282351,3095 N Cook St,Denver,CO,80205,39.760813,-104.948105,3,2,6,1300,6800,1951,7/14/2010,235000,6/10/2010,0,579819
16791482,2901 Niagara St,Denver,CO,80207,39.758567,-104.91086,2,1,5,1054,7500,1951,5/17/2011,135000,5/21/2010,0,355662
22405204,2250 Monaco Pkwy,Denver,CO,80207,39.75082,-104.912048,4,3,7,2913,9750,1951,12/27/2016,640000,5/21/2010,348500,731864
7043448,3130 N Saint Paul St,Denver,CO,80205,39.761319,-104.950832,2,2,4,795,6280,1951,4/16/2013,265000,3/31/2010,234500,445455
778923,1001 S Monroe St,Denver,CO,80209,39.698234,-104.945699,3,3,5,1568,6250,1951,10/22/2010,570000,3/26/2010,282500,791875
21423253,3881 N Colorado Blvd,Denver,CO,80205,39.77063,-104.941333,3,2,6,1471,7290,1951,8/25/2010,160000,3/22/2010,73000,392718
22292617,3101 N Steele St,Denver,CO,80205,39.760906,-104.950298,3,3,6,1435,6280,1951,6/20/2013,296000,3/11/2010,153000,582880
21184104,3035 Dahlia St,Denver,CO,80207,39.760878,-104.932013,3,2,5,1516,5950,1951,4/20/2010,265000,2/11/2010,140000,445299
53274633,2885 Oneida St,Denver,CO,80207,39.758121,-104.908547,2,1,4,898,6250,1951,7/16/2013,210150,1/19/2010,123250,360945
24640719,3740 Martin Luther King Blvd,Denver,CO,80205,39.761324,-104.943412,2,2,4,761,4860,1951,9/11/2013,240000,12/17/2009,172000,427873
141207115,3001 N Adams St,Denver,CO,80205,39.759026,-104.949144,2,2,5,843,8730,1951,3/17/2014,320000,12/14/2009,220000,456849
229969,3270 Magnolia St,Denver,CO,80207,39.763149,-104.911443,4,2,6,1071,6250,1951,6/22/2017,383000,11/30/2009,116688,384807
2976223,2801 Hudson St,Denver,CO,80207,39.756726,-104.923786,2,1,4,969,6250,1951,3/31/2015,290000,10/22/2009,175000,376181
22893222,2960 Bellaire St,Denver,CO,80207,39.759466,-104.936901,2,2,4,992,5950,1951,7/16/2010,296000,10/21/2009,205000,387723
21561975,3140 N Steele St,Denver,CO,80205,39.761588,-104.949563,2,1,4,805,6630,1951,4/12/2010,159000,10/20/2009,75000,351584
1759272,3021 Olive St,Denver,CO,80207,39.760663,-104.907265,2,2,4,747,6500,1951,7/21/2017,380100,9/17/2009,156550,405200
24663915,3751 E 31st Ave,Denver,CO,80205,39.760988,-104.943488,2,2,4,764,5990,1951,3/30/2010,182000,9/14/2009,45000,425420
536529,2655 Quebec St,Denver,CO,80207,39.755772,-104.903757,3,2,5,954,6250,1951,3/30/2010,125000,8/31/2009,68500,313470
19222865,3325 E 31st Ave,Denver,CO,80205,39.761179,-104.947841,2,2,4,839,6510,1951,10/30/2013,255000,8/7/2009,225000,414545
21936232,2695 Quebec St,Denver,CO,80207,39.756461,-104.903762,3,1,5,954,6250,1951,7/28/2015,225000,7/9/2009,130000,310822
4422029,3277 Niagara St,Denver,CO,80207,39.763286,-104.9109,2,2,5,1221,6250,1951,10/27/2009,180000,7/8/2009,0,377151
53163667,2395 Pontiac St,Denver,CO,80207,39.752051,-104.906141,3,2,6,1251,6500,1951,7/10/2009,165079,7/8/2009,198000,454894
8666018,50 Colorado Blvd,Denver,CO,80206,39.717216,-104.940317,3,3,6,2007,5950,1951,10/25/2010,370000,6/5/2009,144000,736732
18765495,3045 Fairfax St,Denver,CO,80207,39.760891,-104.928556,2,2,5,983,6250,1951,6/3/2014,375000,6/4/2009,198050,480265
19591618,3435 Ash St,Denver,CO,80207,39.765133,-104.938422,2,1,4,700,5750,1951,12/16/2014,192500,6/3/2009,62000,300773
20708529,3073 Birch St,Denver,CO,80207,39.761426,-104.936411,3,1,6,1113,5650,1951,10/28/2015,315000,6/2/2009,190000,391464
34393803,2930 Niagara St,Denver,CO,80207,39.759064,-104.910255,3,2,5,1177,7500,1951,6/3/2015,333000,6/2/2009,187500,423271
1789415,3211 Oneida St,Denver,CO,80207,39.762316,-104.908577,2,2,4,747,6250,1951,3/2/2010,160000,6/1/2009,0,382789
19767967,3470 Martin Luther King Blvd,Denver,CO,80205,39.761533,-104.946281,2,1,4,761,5580,1951,6/23/2014,251100,5/26/2009,152000,408780
22179827,968 Zenobia St,Denver,CO,80204,39.732273,-105.051889,2,1,4,723,6350,1951,10/5/2009,76500,5/18/2009,0,292896
19374714,3311 N Adams St,Denver,CO,80205,39.763662,-104.949065,2,2,5,1456,7810,1951,5/1/2012,242000,5/5/2009,203950,442800
276651,3291 Niagara St,Denver,CO,80207,39.763555,-104.910901,5,2,8,1673,6250,1951,11/29/2012,215900,5/5/2009,212000,439039
14939809,3455 E 31st Ave,Denver,CO,80205,39.761175,-104.94649,2,2,4,763,5580,1951,5/23/2013,210000,5/1/2009,160000,424868
13095266,2693 Poplar St,Denver,CO,80207,39.756462,-104.904905,2,2,4,753,6250,1951,12/10/2015,283000,4/30/2009,161900,405176
22179667,3299 Oneida St,Denver,CO,80207,39.763691,-104.908582,2,1,4,802,6250,1951,5/26/2017,385000,4/29/2009,85000,384674
569164,3250 Magnolia St,Denver,CO,80207,39.762874,-104.911441,2,2,4,767,6250,1951,6/24/2009,114900,4/2/2009,89000,382852
639444,3040 Oneida St,Denver,CO,80207,39.76098,-104.907791,2,2,4,915,6250,1951,1/8/2016,341000,3/13/2009,216476,434710
16114735,2885 Quebec St,Denver,CO,80207,39.758105,-104.903773,3,1,5,954,6250,1951,9/2/2009,127000,3/5/2009,62000,326144
3585483,3125 N Adams St,Denver,CO,80205,39.761334,-104.949088,2,1,4,1013,6320,1951,6/16/2014,285000,2/27/2009,132000,406024
3005014,2980 Niagara St,Denver,CO,80207,39.759884,-104.91026,3,2,5,1328,7500,1951,3/18/2009,175000,2/19/2009,0,417859
3601880,4525 W 10th Ave,Denver,CO,80204,39.733301,-105.046052,2,1,4,846,6250,1951,1/12/2009,89000,1/12/2009,89000,278401
13664260,5151 W 10th Ave,Denver,CO,80204,39.733331,-105.052514,3,1,6,1176,7630,1951,11/16/2012,134000,12/31/2008,0,311468
24684244,2847 Clermont St,Denver,CO,80207,39.757344,-104.935328,2,2,4,940,5950,1951,11/20/2014,411000,12/10/2008,205000,533139
15549641,2931 Niagara St,Denver,CO,80207,39.759058,-104.910862,2,2,4,785,7500,1951,2/13/2013,247000,12/9/2008,213000,431239
11194293,609 Utica St,Denver,CO,80204,39.726259,-105.045427,2,2,6,949,7900,1951,4/13/2009,64900,11/4/2008,0,319499
16274979,2855 Quebec St,Denver,CO,80207,39.757551,-104.903769,3,1,6,1245,5550,1951,12/26/2008,63000,11/4/2008,0,337860
16581375,3848 N Madison St,Denver,CO,80205,39.770027,-104.946086,2,1,4,806,6250,1951,1/20/2009,48500,10/22/2008,0,300359
28612683,1410 Yates St,Denver,CO,80204,39.73884,-105.05076,2,2,5,1126,6250,1951,7/21/2014,345000,10/15/2008,200000,457360
967506,3000 Newport St,Denver,CO,80207,39.760364,-104.909094,2,2,4,776,6250,1951,7/28/2015,355000,10/7/2008,215000,422220
25728091,3058 Dexter St,Denver,CO,80207,39.761289,-104.932514,2,2,5,1110,5950,1951,7/15/2015,369000,9/18/2008,210000,431378
376927,611 Utica St,Denver,CO,80204,39.726415,-105.045429,2,2,4,717,6250,1951,12/10/2008,67100,9/17/2008,0,343409
3865547,915 King St,Denver,CO,80204,39.731569,-105.033619,4,1,7,1065,6250,1951,12/30/2008,78500,9/9/2008,0,305594
19221367,3425 Ash St,Denver,CO,80207,39.76501,-104.938422,2,1,4,700,5750,1951,3/11/2016,225000,8/27/2008,0,300638
24343845,4901 W 5th Ave,Denver,CO,80204,39.724159,-105.050089,3,2,7,1171,7050,1951,12/24/2008,34495,8/21/2008,0,333726
19020397,2861 Birch St,Denver,CO,80207,39.757613,-104.93642,3,2,6,1148,5950,1951,2/15/2011,342000,8/20/2008,315000,589662
568697,3041 Olive St,Denver,CO,80207,39.760952,-104.907266,2,2,4,1044,6630,1951,10/28/2008,220000,8/14/2008,147500,432767
18370750,2990 Newport St,Denver,CO,80207,39.760046,-104.909064,2,1,5,919,7810,1951,11/14/2008,112500,8/14/2008,0,346859
23547183,3855 N Colorado Blvd,Denver,CO,80205,39.770213,-104.941335,2,1,4,721,7290,1951,11/28/2008,35500,8/1/2008,0,270660
7209582,2955 Dexter St,Denver,CO,80207,39.759341,-104.933129,2,2,5,1045,5950,1951,6/21/2016,429981,7/29/2008,260000,457939
11612712,2221 Niagara St,Denver,CO,80207,39.750243,-104.910833,2,2,5,901,6500,1951,8/6/2008,161000,7/29/2008,0,434610
13551227,3445 W 17th Ave,Denver,CO,80204,39.74424,-105.032818,3,1,5,925,8430,1951,5/4/2009,125500,7/15/2008,0,563802
15950510,3020 Niagara St,Denver,CO,80207,39.760637,-104.910249,2,2,4,776,6250,1951,11/26/2008,162835,7/3/2008,100000,411095
24333957,1045 S Jackson St,Denver,CO,80209,39.697546,-104.943385,3,2,5,1049,6250,1951,9/10/2012,395000,6/24/2008,375000,624479
1191525,640 Vrain St,Denver,CO,80204,39.727242,-105.045974,2,2,5,1058,6250,1951,8/11/2008,85000,6/13/2008,0,347998
21409065,3095 Wilson Ct,Denver,CO,80205,39.76081,-104.947119,2,1,4,842,6320,1951,7/3/2008,132500,6/2/2008,0,406817
21125516,2931 Hudson St,Denver,CO,80207,39.758959,-104.923757,3,1,5,1033,6250,1951,5/23/2014,236000,5/22/2008,135000,359545
15480824,3145 N Steele St,Denver,CO,80205,39.761456,-104.950299,2,2,4,814,6280,1951,3/24/2009,148670,5/8/2008,0,403687
20851345,1065 S Harrison St,Denver,CO,80209,39.697138,-104.942222,2,2,5,856,6250,1951,5/26/2016,455000,5/7/2008,283000,544374
7760080,3300 E 30th Ave,Denver,CO,80205,39.758837,-104.949078,2,1,5,981,11790,1951,10/27/2008,179000,4/28/2008,164223,449538
15272923,3828 N Madison St,Denver,CO,80205,39.769752,-104.946088,2,1,4,1035,6250,1951,2/3/2009,95000,4/23/2008,0,302238
23067047,3080 N Cook St,Denver,CO,80205,39.760644,-104.947567,2,2,4,1137,6030,1951,11/24/2008,186000,4/15/2008,124000,421639
9041164,3851 N Colorado Blvd,Denver,CO,80205,39.770074,-104.941336,2,1,4,721,7290,1951,6/23/2008,40000,3/10/2008,0,270946
15154341,721 Irving St,Denver,CO,80204,39.728189,-105.03041,2,1,4,600,6260,1951,8/14/2008,99125,3/5/2008,61000,261358
967691,734 Osceola St,Denver,CO,80204,39.728935,-105.038061,2,1,4,725,7320,1951,7/31/2008,67000,3/5/2008,0,283059
21138637,2852 N Monroe St,Denver,CO,80205,39.757547,-104.944944,2,1,4,779,6590,1951,9/2/2014,220000,1/30/2008,110000,358436
13719248,3060 Eudora St,Denver,CO,80207,39.761297,-104.930234,3,1,5,1019,6250,1951,10/4/2011,150000,1/25/2008,115000,380530
7323106,5315 E Thrill Pl,Denver,CO,80207,39.763125,-104.925365,2,1,5,1216,7250,1951,10/30/2013,210000,1/15/2008,124900,373481
21259505,3861 N Colorado Blvd,Denver,CO,80205,39.770347,-104.941335,2,1,4,721,7290,1951,11/25/2008,56040,1/4/2008,0,270094
21138660,3240 Magnolia St,Denver,CO,80207,39.762736,-104.911443,2,1,4,745,6250,1951,6/10/2008,112000,1/3/2008,0,357325
12831629,3635 N Josephine St,Denver,CO,80205,39.767641,-104.958904,2,1,4,731,4690,1951,9/23/2008,70000,12/28/2007,0,290240
4790058,725 Irving St,Denver,CO,80204,39.728326,-105.03041,3,1,6,1161,6260,1951,1/29/2013,129600,12/13/2007,120000,312839
21211762,820 Osceola St,Denver,CO,80204,39.729766,-105.038064,3,1,5,940,6270,1951,9/18/2008,87880,12/7/2007,0,303168
11421737,2910 Pontiac St,Denver,CO,80207,39.758705,-104.905459,2,1,4,737,6250,1951,11/4/2015,235000,12/7/2007,81700,343311
2647007,2030 Newport St,Denver,CO,80207,39.748136,-104.909024,3,2,7,1435,6500,1951,10/20/2008,235000,10/29/2007,155000,430982
28602399,2935 Olive St,Denver,CO,80207,39.759015,-104.907254,3,1,6,1123,7120,1951,2/27/2008,173000,10/10/2007,100000,356786
967493,2920 Niagara St,Denver,CO,80207,39.758899,-104.910254,3,2,7,1374,7500,1951,2/5/2008,228000,10/9/2007,99600,428671
23777220,1025 King St,Denver,CO,80204,39.733512,-105.033675,2,1,5,1368,7350,1951,7/7/2008,133000,9/21/2007,0,341233
11421736,2801 N Garfield St,Denver,CO,80205,39.756656,-104.944479,2,1,5,1027,6590,1951,7/12/2011,214000,9/12/2007,130000,401880
7399117,3120 N Steele St,Denver,CO,80205,39.761254,-104.949564,3,2,6,1232,6000,1951,7/29/2009,179900,9/11/2007,164900,523802
14344731,2936 N Fillmore St,Denver,CO,80205,39.759027,-104.953295,2,1,4,832,6320,1951,7/21/2010,195500,8/16/2007,190000,362640
10338337,3135 N Steele St,Denver,CO,80205,39.761321,-104.950298,2,2,5,791,6280,1951,12/10/2007,172000,8/14/2007,122000,415267
11072978,3200 Monaco Pkwy,Denver,CO,80207,39.762229,-104.912058,4,2,9,2325,14300,1951,2/12/2008,247000,8/9/2007,0,570547
14523037,2366 Dahlia St,Denver,CO,80207,39.752267,-104.931357,2,2,4,828,6250,1951,11/1/2012,305000,8/6/2007,289250,489691
9762691,775 Julian St,Denver,CO,80204,39.729153,-105.031624,2,1,4,595,5620,1951,11/26/2007,83510,8/2/2007,52000,259585
1027821,921 Yates St,Denver,CO,80204,39.731705,-105.051356,2,1,4,725,6350,1951,10/31/2014,137100,8/1/2007,,294602
7400030,2815 Quebec St,Denver,CO,80207,39.75687,-104.903765,2,1,4,954,6250,1951,6/27/2008,53070,7/27/2007,0,314884
13992371,918 Zenobia St,Denver,CO,80204,39.731582,-105.051887,4,1,6,966,6350,1951,9/16/2009,149900,7/18/2007,143000,289247
30412029,3031 Cherry St,Denver,CO,80207,39.760885,-104.934221,2,2,5,970,5950,1951,10/14/2016,415000,7/8/2007,260000,434200
11572128,2921 Hudson St,Denver,CO,80207,39.758824,-104.923757,2,1,4,754,6250,1951,10/29/2007,149900,7/6/2007,261000,349531
3881857,850 Osceola St,Denver,CO,80204,39.73032,-105.038066,2,1,4,720,6270,1951,10/11/2007,88500,7/5/2007,0,277274
21231558,2895 Quebec St,Denver,CO,80207,39.758251,-104.903773,2,2,5,954,6105,1951,8/8/2008,70000,6/29/2007,166361,347288
14051224,2905 Olive St,Denver,CO,80207,39.75857,-104.907251,3,1,6,1040,6900,1951,2/23/2012,159900,6/28/2007,189800,350260
9041155,3125 N Steele St,Denver,CO,80205,39.761185,-104.950298,2,2,4,814,6280,1951,7/31/2007,177000,6/4/2007,142500,434063
1027822,906 Yates St,Denver,CO,80204,39.731459,-105.050717,2,1,5,950,9520,1951,9/2/2007,136000,5/22/2007,0,298246
1534157,745 Irving St,Denver,CO,80204,39.728603,-105.03041,0,1,4,595,6260,1951,10/7/2007,64900,5/10/2007,0,262310
5156680,3078 Albion St,Denver,CO,80207,39.761524,-104.93912,2,1,4,917,5950,1951,8/13/2015,310000,5/10/2007,207900,369270
147470377,985 Xavier St,Denver,CO,80204,39.732796,-105.050192,2,1,4,768,6050,1951,3/27/2014,140000,4/25/2007,,273110
7542159,825 Perry St,Denver,CO,80204,39.729914,-105.03979,3,2,5,870,6270,1951,11/27/2013,127500,3/28/2007,92000,328386
